"030303000004","0303030000","21310250000","1020201","3","1",,,"010110",,,+00000000000000028685.83,20180108,1,"0"
"030300000003","0303120000","11310030000","101010401","0","1",,,"010110",,,+00000000000000034333.33,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000011474.26,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000049762.44,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000023434.89,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000071393.90,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000138607.53,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000051226.20,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000133506.59,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000002235.04,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000095792.99,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000054123.80,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000007360.50,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000008743.70,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000101211.51,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000013157.60,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000016350.72,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000024604.71,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000015902.40,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000000726.31,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000056771.57,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000032567.24,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000002023.05,20180108,1,"0"
