"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000002537.34,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000003136.40,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000011315.44,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000014595.68,20180108,1,"0"
"030300000003","0303110000","03031100003","101170101","1","1",,,"010110",,,+00000000000000006041.29,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000131634.81,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000070251.62,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000017908.34,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000005514.01,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000007198.04,20180108,1,"0"
"030300000003","0303110000","03031100003","101010201","1","1",,,"010110",,,+00000000000000025968.93,20180108,1,"0"
